id	alias	attack_country	attack_means	attack_target	belong_country	create_time	creation_date	family	note	update_time	apts	status	system_tool	system_type	threat_type
5728	win.danabot					NULL		DanaBot	Proofpoints将DanaBot描述为最新的一个专注于持久性和窃取有用信息的恶意软件，这些信息可以稍后被货币化，而不是要求受害者立即支付赎金。到目前为止，我们观察到的小规模DanaBot活动的社会工程是精心设计的，再次表明基于电子邮件的威胁重新关注“质量胜于数量”。DanaBot的模块化特性使其能够下载额外的组件，增加了灵活性和健壮的窃取和远程监控的能力。	NULL	SCULLY SPIDER	保留	\0	win	木马
5729	win.danbot					NULL		DanBot	Danbot是一个后门恶意软件，最初是用c#编写的。Danbot的最新版本是用c++编写的。Danbot能够为远程攻击者提供远程访问功能，如运行cmd命令、上传和下载文件、移动和复制文件。后门命令通过HTTP或DNS协议传输。命令被封装在存储在磁盘中的XML文件中。Danbot的后门组件获取XML文件，在其中对命令进行解码和解密。	NULL		保留	\0	win	木马
5730	dark.iot,elf.dark					NULL		Dark	Mirai变种利用CVE-2021-20090和CVE2021-35395进行传播。	NULL		保留	\0	elf	木马
5731	elf.dark_radiation					NULL		DarkRadiation		NULL		保留	\0	elf	
5732	darkkomet,krademok,fynloski,breut,klovbot,fynlos,win.darkcomet					NULL		DarkComet	暗彗星是最著名的rat之一，由Jean-Pierre Lesueur于2008年开发。在2011年叙利亚内战中被使用后，Lesuer决定停止开发这种木马。事实上，DarkComet能够通过使用一个简单的图形用户界面来控制一个受损的系统。专家认为，这种用户友好性是它获得大规模成功的关键。	NULL	APT33, Lazarus Group, Operation C-Major	保留	\0	win	远控
5733	win.darkirc					NULL		Darkirc	攻击者利用CVE-2020-14882漏洞将这些服务器纳入僵尸网络，用于窃取关键数据和部署第二阶段payload	NULL		保留	\0	win	僵尸网络
5734	win.darkloader					NULL		DarkLoader		NULL		保留	\0	win	
5735	win.darkmegi					NULL		DarkMegi		NULL		保留	\0	win	
5736	win.darkmoon,chymine					NULL		DarkMoon		NULL		保留	\0	win	
5737	elf.darknexus					NULL		DarkNexus	防病毒提供商Bitdefender的研究人员将所谓的dark_nexus描述为“新的物联网僵尸网络，其中包含了使我们所看到的大多数物联网僵尸网络和恶意软件蒙羞的新特性和功能	NULL		保留	\0	elf	僵尸网络
5738	win.darkpulsar					NULL		DarkPulsar	ImplantConfig是一个Fuzzbunch可调用的工具包，包含一个名为DarkPulsar的管理模块，用于管理受控设备的插件，用于控制名为“sipauth32.tsp”的远程控制后门。	NULL	Equation Group	保留	\0	win	远控
5739	win.darkrat					NULL		DarkRat	入侵DarkRat恶意软件的控制面板	NULL		保留	\0	win	木马
5740	apk.darkshades,rogue					NULL		DarkShades		NULL		保留	\0	apk	
5741	win.darkshell					NULL		DarkShell	DarkShell是一款疑似源自中国的DDoS机器人，于2011年被发现。2011年，据报道，DarkShell将目标对准了工业食品加工业。	NULL		保留	\0	win	木马
5742	elf.darkside,win.darkside,blackmatter					NULL		DarkSide	FireEye将DARKSIDE描述为一种用C语言编写的勒索软件，可配置为目标文件，无论是固定的、可移动的磁盘，还是网络共享。恶意软件可以由分支机构定制，为特定的受害者创建一个版本。	NULL		保留	\0	win	木马
5743	win.darksky					NULL		DarkSky	DarkSky是一个僵尸网络，它能够下载恶意软件，进行大量的网络和应用层分布式拒绝服务(DDoS)攻击，并检测和逃避安全控制，如沙箱和虚拟机。它在暗网上的广告上标价20美元。DarkSky可以下载到目标系统上的大部分恶意软件都与加密货币挖掘活动有关。DarkSky支持的DDoS攻击包括DNS放大攻击、TCP (SYN) flood、UDP flood和HTTP flood。僵尸网络还可以执行检查，以确定DDoS攻击是否成功，并将受感染的系统转变为SOCKS/HTTP代理，将流量路由到远程服务器。	NULL		保留	\0	win	僵尸网络
5744	win.darkstrat					NULL		DarkstRat		NULL		保留	\0	win	
5745	win.darktequila					NULL		DarkTequila	Dark Tequila是一项针对墨西哥用户的复杂恶意活动，主要目的是窃取财务信息，以及流行网站的登录凭证，这些网站包括代码版本库、公共文件存储帐户和域名注册商。	NULL		保留	\0	win	窃密
5746	win.darktrack_rat,DarkTrack					NULL		DarkTrackRat		2023-01-31		保留	\0	win	
5747	js.darkwatchman					NULL		DarkWatchMan	Prevailion发现这个RAT病毒是用JavaScript编写的，它动态编译了一个用c#编写的键盘记录程序，并使用DGA für C&C。	NULL		保留	\0	js	木马
5748	osx.darthminer					NULL		DarthMiner	OSX.DarthMiner恶意软件被设计成模仿用来盗版各种Adobe应用程序的Adobe Zii工具	NULL		保留	\0	osx	木马
5749	muirim,nioupale,win.daserf					NULL		Daserf	Daserf是一个后门，被用来监视和窃取日本，韩国，俄罗斯，新加坡和中国的受害者。研究人员已经确定了用Visual C和Delphi编写的版本。	NULL	Tick	保留	\0	win	木马
5750	win.data_exfiltrator,filesender					NULL		DataExfiltrator		NULL		保留	\0	win	
5751	win.datper					NULL		Datper		NULL	Tick	保留	\0	win	
5752	win.daxin					NULL		Daxin	赛门铁克将其描述为一种以Windows内核驱动程序编写的恶意软件，由与中国有关的威胁行为者使用。这个恶意软件有一个自定义的TCP/IP协议栈，能够劫持连接。	NULL		保留	\0	win	木马
5753	osx.dazzle_spy					NULL		DazzleSpy		NULL		保留	\0	osx	
5754	win.dbatloader,modiloader,natsoloader,ModiLoader					NULL		DbatLoader	该Delphi loader误用了云存储服务(如谷歌Drive)来下载Delphi stagager组件。Delphi阶段将实际有效负载作为资源嵌入，并启动它。	2024-08-05		保留	\0	win	木马
5755	win.dcrat,darkcrystalrat					NULL		DcRat	DCRat是一种典型的RAT病毒，至少在2019年6月就出现了。	NULL		保留	\0	win	木马
5756	win.dcsrv,dcrsrv					NULL		Dcsrv	一个由moesstaff使用的勒索软件，围绕DiskCryptor工具构建。	NULL		保留	\0	win	勒索
5757	elf.ddg,DDGBot,DDGMiner					NULL		Ddg	2017年10月首次观测到活动。DDG是一个具有P2P功能的僵尸网络，其目标是加密货币挖掘(Monero)。	NULL		保留	\0	elf	挖矿
5758	win.ddkeylogger					NULL		DdkeyLogger		NULL		保留	\0	win	
5759	win.ddkong					NULL		Ddkong	DDKONG是一个恶意软件样本，是仇恨组织活动的一部分。DDKONG于2017年2月首次被使用。	NULL	RANCOR	保留	\0	win	木马
5760	elf.ddoor					NULL		Ddoor		NULL		保留	\0	elf	
5761	elf.deadbolt					NULL		DeadBolt	DEADBOLT是一个用GO编写的linux勒索软件，针对全球的QNAP NAS设备。这些文件使用AES128加密，文件名后面会附加.deadbolt扩展名。	NULL		保留	\0	elf	勒索
5762	dealerschoice					NULL		DealersChoice	DealersChoice是APT28使用的一个Flash开发框架。	NULL		保留	\0		木马
5763	win.dealply					NULL		Dealply	DealPly攻击者最长使用的一种感染方式就是诱使用户通过免费软件下载网站来下载已捆绑这款Adware的合法软件安装包。	NULL		保留	\0	win	木马
5764	win.dearcry,doejocrypt					NULL		DearCry	该勒索软件并不复杂，几乎没有使用任何的规避措施。其中最值得注意的是DearCry在受攻击文件中添加的加密标头，与臭名昭著的WannaCry所使用的标头相似	NULL		保留	\0	win	勒索
5765	wacatac,win.deathransom,deathransom					NULL		DeathRansom	也被称为瓦卡塔克勒索软件，因为它的扩展。wctc。	NULL		保留	\0	win	勒索
5766	win.decaf					NULL		Decaf	用go编写的勒索软件。	NULL		保留	\0	win	勒索
5767	win.decebal					NULL		Decebal		NULL		保留	\0	win	
5768	win.deep_rat					NULL		DeepRat		NULL		保留	\0	win	
5769	defensordigital,apk.defensor_id					NULL		DefensorId	防御者ID是一种银行木马，能够清除受害者的银行账户或加密货币钱包，并接管电子邮件或社交媒体账户。防御者ID通过滥用Android的可访问性服务来执行其大部分恶意功能。	NULL		保留	\0	apk	木马
5770	glushkov,win.defray					NULL		Defray	Defray是2017年出现的勒索软件，是针对勒索软件的，主要应用于医疗保健领域。	NULL		保留	\0	win	勒索
5771	win.deimos,deimos_c2					NULL		Deimos	Elastic将其描述为与胜利相关。在初始访问、持久性和C&C功能上下文中使用。	2023-07-07		保留	\0	win	木马
5772	win.deltas					NULL		Deltas		NULL	Lazarus Group	保留	\0	win	
5773	apk.dendroid					NULL		Dendroid	Dendroid是一款主要针对西方国家的Android远程访问工具(RAT)。RAT可以以300美元的价格购买，并附带了一个将RAT注入合法应用程序的实用程序。	NULL		保留	\0	apk	木马
5774	denis,Denis家族木马					NULL		Denis	丹尼斯是一个被APT32使用的Windows后门和木马。Denis与SOUNDBITE的后门有几个相似之处，并与gooopy的后门一起使用。	NULL		保留	\0		木马
5775	elf.denonia					NULL		Denonia	卡多发现了这个恶意软件，用Go编写，目标是AWS Lambda环境。	NULL		保留	\0	elf	挖矿
5776	win.dented					NULL		Dented	Dented是一个用c语言编写的银行机器人。它支持IE、Firefox、Chrome、Opera和Edge，并配有一个简单的POS抓取器。由于其模块化，可以添加反向socks 5、tor和vnc。	NULL		保留	\0	win	木马
5777	win.deprimon					NULL		Deprimon	据ESET Research称，它是一个恶意下载程序，有几个阶段，使用了许多非传统技术。为了实现持久性，这个恶意软件注册了一个新的本地端口监视器——这个伎俩属于MITRE ATT&CK知识库中的“端口监视器”技术。为此，恶意软件使用“Windows默认打印监视器”的名称;这就是为什么我们把它命名为“剥夺”。由于其复杂性和模块化结构，研究者认为它是一个框架。	NULL	DePriMon	保留	\0	win	木马
5778	win.deputydog					NULL		DeputyDog		NULL	Aurora Panda	保留	\0	win	
5779	win.deria_lock					NULL		DeriaLock		NULL		保留	\0	win	
5780	win.derohe					NULL		Derohe	DeroHE是一种勒索软件，它是在Windows应用程序开发公司IObit被黑客攻击后传播给用户的。恶意软件通过一个合法的、签名的IObit许可证管理器应用程序附带加载一个DLL。	NULL		保留	\0	win	勒索
5781	elf.derusbi,win.derusbi,photo					NULL		Derusbi	一个DLL后门也被公开报告为“Derusbi”，能够获取目录、文件和驱动器列表;创建一个反向shell;执行屏幕截图;录制视频和音频;列出、终止和创建进程;枚举、启动和删除注册表项和值;记录击键，从受保护的存储区返回用户名和密码;以及重命名、删除、复制、移动、读取和写入文件。	NULL	APT41, Axiom, Leviathan, Stone Panda	保留	\0	elf,win	木马
5782	desertscorpion,Desert Scorpion					NULL		DesertScorpion	沙漠蝎子是一个监视器，目标是中东，特别是位于巴勒斯坦的个人。沙漠蝎子被怀疑是由威胁行为者APT-C-23操纵的。	NULL		保留	\0		木马
5783	win.devils_rat					NULL		DevilsRat		NULL		保留	\0	win	
5784	php.dewmode					NULL		Dewmode	FireEye在利用Accellion的文件传输设备中的零日漏洞后，从2020年12月中旬开始发现了DEWMODE webshell。	NULL		保留	\0	php	木马
5785	conime,win.dexbia					NULL		Dexbia		NULL	Tonto Team	保留	\0	win	
5786	win.dexphot					NULL		Dexphot	Dexphot是一种攻击windows机器以从其资源中获取利润的加密恶意软件。它实现了许多技术来逃避常见的安全系统和无文件技术成为注入恶意行为。根据微软的说法，它劫持了合法的系统进程来伪装恶意活动。如果不停止，Dexphot配备了监控服务和定时任务，当防御者试图移除恶意软件时，会触发再次感染。	NULL		保留	\0	win	挖矿
5787	lusypos,win.dexter					NULL		Dexter		NULL		保留	\0	win	
5788	wadhrama,win.dharma,crysis,ncov,arena					NULL		Dharma	根据MalwareBytes的说法，Dharma勒索软件系列是由黑客通过远程桌面协议服务(RDP)侵入计算机手工安装的。攻击者会在互联网上扫描运行RDP协议的计算机，通常是在TCP端口3389上，然后试图暴力破解该计算机的密码。	NULL		保留	\0	win	勒索
5789	win.diamondfox,crystal,gorynch,gorynych					NULL		DiamondFox		NULL		保留	\0	win	
5790	win.diavol					NULL		Diavol	一个可能与巫师蜘蛛有关的勒索软件	NULL		保留	\0	win	勒索
5791	win.dilljuice					NULL		DillJuice	APT10的分支(开源)类星体RAT。	NULL	Stone Panda	保留	\0	win	木马
5792	win.dimnie					NULL		Dimnie	Dimnie木马过去三年一直悄然活跃，过去主要针对俄罗斯人。但分析其最近的一起攻击活动发现，Dimnie逐渐将注意力转向GitHub开发人员。	NULL		保留	\0	win	木马
5793	dipsind					NULL		Dipsind	Dipsind是一个后门恶意软件家族，似乎只被PLATINUM使用。	NULL		保留	\0		木马
5794	win.dircrypt					NULL		Dircrypt		NULL		保留	\0	win	
5795	win.dirtymoe,PURPLEFOX					NULL		Dirtymoe	DirtyMoe 是一个正在快速增长的 Windows 僵尸网络，它从 2020 年的 10,000 个受感染系统增加到 2021 年上半年的超过 100,000 个。	2024-02-29		保留	\0	win	僵尸网络
5796	win.dispcashbr					NULL		Dispcashbr		NULL		保留	\0	win	
5797	win.dispenserxfs					NULL		Dispenserxfs		NULL		保留	\0	win	
5798	win.disttrack,shamoon					NULL		Disttrack	Disttrack也称为Shamoon，“W32.Disttrack”以及“W32.EraseMBR”， 是一个以破坏系统的主引导记录（Master Boot Record，MBR）为目标的破坏性蠕虫，凭借极具破坏性的有效载荷，让基础设施的企业为之胆寒	NULL	Shamoon, Magic Hound, Timberworm, COBALT GIPSY	保留	\0	win	蠕虫
5799	win.divergent,novter					NULL		Divergent	一种新的，难以被反病毒软件发现的恶意软件正在积极开发中，目前正在欧洲和美国的数千台计算机中传播。 该恶意软件被微软称为Nodersok，或被Cisco Talos称为Divergent。	NULL		保留	\0	win	木马
5800	win.diztakun					NULL		Diztakun	Diztakun木马通过修改任务管理器的调试器值来实现此技术。	NULL		保留	\0	win	木马
5801	win.dma_locker					NULL		DmaLocker		NULL		保留	\0	win	
5802	win.dmsniff					NULL		Dmsniff	DMSniff是一个销售点恶意软件，以前只私下出售。它已被用于在餐饮和娱乐行业的中小企业的入侵。它使用域生成算法(DGA)动态地创建命令和控制域列表。	NULL		保留	\0	win	木马
5803	apk.dmsspy					NULL		DmsSpy	恶意软件变体是模块化后门，它允许威胁执行者远程执行shell命令并操纵受影响设备上的文件。这将使攻击者可以监视用户的设备并对其进行完全控制。它包含用于从受感染设备中窃取数据的不同模块	NULL		保留	\0	apk	窃密
5804	win.dnespy					NULL		DneSpy	DneSpy收集被感染系统中其他恶意组件的信息、截屏、下载和执行最新版本。该恶意软件被设计为接收JSON格式的“策略”文件，其中包含所有要执行的命令。C&C服务器发送的策略文件可以随时间更改和更新，使dneSpy灵活且设计良好。每条执行的命令的输出都被压缩、加密并导出到C&C服务器。这些特点使dneSpy成为一个功能齐全的间谍后门。	NULL		保留	\0	win	木马
5805	win.dnschanger					NULL		DNSChanger		NULL		保留	\0	win	
